,Attrition,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
4036,1,33,12,2,1,56064,6.677866389534296,15,1,7.488990159467767,3,4,0,3,3,2,2.811123769933471,2.188876230066529,2.377752460133058
4037,1,26,4,3,3,179061,1.0,8,1,7.4516829501460995,3,7,4,5,2,3,3.3640452928362716,1.3640452928362716,2.2719094143274567
4038,1,34,8,1,1,62880,0.0,10,1,16.0,2,15,10,10,1,1,3.0,3.0,1.776331412253991
4039,1,33,10,3,2,22359,1.0,6,1,14.370651477680315,2,14,3,7,3,2,2.348260591072126,2.674130295536063,2.674130295536063
4040,1,36,15,3,2,192113,4.559429875456997,14,0,10.599049792428328,2,5,0,4,2,2,1.2599049792428327,2.0,2.0
4041,1,30,13,3,1,24053,1.0,7,0,6.893270123552106,4,6,5,4,1,2,1.0,1.3451922084942105,2.3451922084942103
4042,1,36,27,3,1,137568,0.9174858431319902,2,1,9.422400901923933,4,9,0,7,2,1,3.7524575293959708,1.91748584313199,1.91748584313199
4043,1,30,2,3,2,40000,4.0,4,0,7.0,5,5,0,1,2,2,1.7094954943285796,2.2905045056714206,2.7094954943285794
4044,1,47,5,3,1,27740,4.0,6,1,8.0,2,5,1,3,2,2,2.5300117318420634,3.0,2.5300117318420634
4045,1,32,12,3,2,165980,1.0,10,0,10.0,2,10,6,7,2,2,1.3295765878119559,3.0,2.2197177252079707
4046,1,34,2,3,1,16659,5.538606751337637,8,0,10.922786497324726,2,1,0,0,2,1,2.415442700535055,1.2922786497324725,2.0
4047,1,24,2,2,3,45589,1.0,17,1,1.3110161308235138,2,0,0,0,3,3,2.9377967738352972,1.1244064523294055,2.0622032261647028
4048,1,32,1,1,2,27412,6.116181734326178,5,0,6.116181734326178,2,1,1,1,1,2,2.8526969557210298,3.0,2.7053939114420595
4049,1,33,33,2,5,55610,1.0,16,0,1.0627327261753345,3,1,0,0,3,1,2.0156831815438334,3.0,3.9921584092280833
4050,1,41,19,1,1,28100,1.0,4,0,8.0,3,8,7,7,2,2,2.8927653706874903,3.3690782097708367,2.3690782097708367
4051,1,21,4,3,1,76484,1.4476734254104184,8,1,2.343020276231255,2,0,0,0,1,1,3.104653149179163,2.895346850820837,3.0
4052,1,40,10,1,1,59850,2.0,11,3,9.0,1,5,1,0,1,3,3.1342748509022753,3.597175447293173,2.731450298195449
4053,1,29,23,4,3,17900,5.0,12,1,6.0,4,2,1,1,1,2,3.873802363170311,3.0420658789432293,1.9579341210567704
4054,1,56,12,4,2,40780,8.0,20,1,14.0,3,10,9,8,3,2,2.94068055210876,3.47034027605438,1.9406805521087602
4055,1,41,8,2,1,20990,8.0,8,1,8.0,2,6,0,5,2,2,2.7581067058871107,3.0,2.7581067058871107
4056,1,34,6,3,3,55894,4.495775001917047,13,0,9.0,3,7,0,5,2,1,3.5006035711547074,2.5006035711547074,2.5006035711547074
4057,1,19,15,2,2,160345,1.0,12,0,1.0,2,1,0,0,1,2,3.0,2.679620332735108,3.0
4058,1,26,2,1,2,65836,0.5336745258149513,8,1,6.152478435947129,3,4,1,3,2,2,1.152478435947129,2.847521564052871,2.0
4059,1,27,34,4,1,28860,2.450592369904216,8,0,7.527665664568972,4,5,5,5,1,2,1.824111445143676,2.274703815047892,1.725296184952108
4060,1,21,6,2,1,104042,1.0,12,1,1.9651725455800317,1,1,0,0,1,1,4.0,2.193034509116006,2.806965490883994
4061,1,33,17,2,2,26583,4.459664870402661,4,0,8.161340518389355,3,4,0,0,3,3,1.9193297408053225,3.0,2.540335129597339
4062,1,21,4,3,1,76485,1.453422857967705,8,1,2.3602685739031153,2,0,0,0,1,1,3.09315428406459,2.90684571593541,3.0
4063,1,34,6,3,2,55931,4.970287984533716,13,0,9.0,3,6,0,4,2,1,3.4328160022094694,2.4328160022094694,2.4328160022094694
4064,1,32,1,2,1,27429,1.0,9,1,1.0,2,1,0,0,1,2,1.9561000573569949,3.043899942643005,1.0438999426430051
4065,1,47,1,1,1,57620,1.0,5,2,10.0,4,10,9,9,2,2,2.165749779820156,2.0,1.834250220179844
4066,1,44,14,2,2,40726,5.7722918062905455,20,0,9.544583612581091,2,6,5,5,3,2,4.0,3.554458361258109,3.0
4067,1,22,29,3,2,27042,1.0,4,0,1.209185465407928,2,1,0,0,2,2,3.0,2.790814534592072,2.0
4068,1,23,3,3,1,61790,1.0,4,0,1.0,2,1,0,0,2,2,2.9500209713403214,1.0,3.8500629140209637
4069,1,38,11,4,3,66891,7.0,8,0,8.0,3,2,1,2,2,2,2.843649664051824,3.843649664051824,2.6872993281036477
4070,1,38,11,4,3,66951,7.0,7,0,8.0,3,2,1,2,2,2,3.9623850583282314,2.0188074708358843,1.0
4071,1,22,26,4,1,26540,0.0,18,0,1.0,5,0,0,0,3,2,1.6205713780097817,3.2068571260032606,1.0
4072,1,43,6,2,3,45527,2.023505548067331,10,1,6.146215078295333,2,5,0,2,1,1,2.853784921704667,3.0,2.707569843409334
4073,1,33,10,4,1,171726,4.7580228696829545,10,1,9.387679824438635,1,3,0,2,2,2,3.516045739365909,2.7580228696829545,1.0
4074,1,35,2,4,3,54816,1.0787460489736005,15,0,17.803134877566,3,16,14,13,1,1,3.0,1.0,1.0
4075,1,39,1,3,2,67550,7.0,9,1,21.0,2,18,11,5,3,1,1.3938514089068568,1.1969257044534283,1.1969257044534283
4076,1,32,12,3,2,165980,1.0,6,0,10.0,2,10,6,7,3,3,1.9514298103618324,2.0485701896381676,2.0
4077,1,36,28,2,1,137613,0.994819293965951,8,1,9.958554351727608,4,9,0,7,2,3,2.994819293965951,1.0155421181021467,2.0
4078,1,30,10,3,1,191572,0.8648315827618536,3,0,5.153108777015805,2,3,0,2,1,3,1.8648315827618536,1.0,2.0
4079,1,33,12,3,4,67273,7.0,20,0,14.868006122542752,2,6,6,6,3,1,3.981143731791822,2.018856268208178,3.9434311953754655
4080,1,51,28,3,2,192720,9.0,14,0,18.0,2,10,2,7,3,2,2.0,2.5695397795671036,2.0
4081,1,24,10,2,2,53358,1.0,18,1,1.0381671327043613,1,1,0,0,2,2,3.7404582168239098,1.0,1.7404582168239098
4082,1,36,4,3,2,159832,2.1260082286687583,9,0,3.2520164573375165,2,0,0,0,1,1,1.8739917713312417,4.0,1.8739917713312417
4083,1,24,15,2,2,75160,0.40643906462121404,12,2,5.374243741515144,2,4,0,3,1,2,1.0,2.0,1.812878129242428
4084,1,31,18,2,2,49600,1.0,9,0,10.0,3,10,6,7,2,2,2.1461631240540298,1.0730815620270149,1.0730815620270149
4085,1,44,11,3,3,74589,3.1117163230862306,6,1,17.579835498493182,2,5,0,4,2,2,2.0,3.377656735382754,1.7553134707655078
4086,1,37,17,3,2,44856,5.056466489713117,10,1,14.849422694098356,2,1,0,0,2,1,1.0188221632377055,2.0188221632377052,1.9811778367622945
4087,1,37,3,3,2,67498,7.0,12,0,19.859354101297633,2,15,10,5,2,1,2.380215299567455,2.0,2.380215299567455
4088,1,43,6,2,3,45505,2.4518341859813173,8,1,6.207404883711616,2,5,0,2,1,1,2.7925951162883833,3.2074048837116167,2.7925951162883833
4089,1,42,7,3,2,45185,7.723696381338858,14,1,7.736809649763045,2,3,0,2,1,1,1.9078987937796192,2.9078987937796192,1.0921012062203808
4090,1,31,8,2,2,32927,7.887403185640442,13,0,5.94370159282022,4,3,1,1,2,2,2.8874031856404416,2.8874031856404416,1.0562984071797792
4091,1,33,2,1,1,135000,4.159457582378211,13,1,10.840542417621789,2,6,0,6,2,2,1.0398643955945528,2.960135604405447,3.8804068132163416
4092,1,26,4,3,1,49736,0.47854036127852806,6,0,6.042919277442944,3,5,1,3,2,2,1.9570807225570561,3.0,2.0
4093,1,31,12,1,1,41890,0.0,14,1,6.0,3,5,1,4,3,2,1.0453841840169926,1.0680762760254892,1.0453841840169926
4094,1,27,32,3,1,22963,0.24268979286556114,14,0,5.485379585731122,0,4,0,3,2,1,3.242689792865561,3.0,1.0
4095,1,41,8,2,1,20990,8.0,8,1,8.0,2,6,0,5,2,2,2.838328563763038,3.0,2.838328563763038
4096,1,24,18,4,1,24961,1.0,5,0,3.33830074527579,2,3,3,3,1,2,2.04619978706406,1.95380021293594,1.95380021293594
4097,1,46,10,3,1,49022,1.8450064738839882,11,0,4.126675298511984,3,3,0,2,2,2,2.0,1.0,2.0
4098,1,46,17,3,1,173455,4.4946806316381664,7,1,16.784575894351917,1,2,2,0,2,3,3.2473403158190832,3.5053193683618336,1.4946806316381667
4099,1,28,1,2,2,97844,1.0,11,0,3.875078531608901,1,3,1,2,2,2,1.7187696329022253,2.6406151835488876,2.3593848164511124
4100,1,50,18,1,2,59723,4.0,5,1,20.998610059979004,2,4,2,1,1,1,1.6667990419067615,3.0,1.0
4101,1,29,4,5,1,27230,6.0,8,1,3.0,2,0,0,0,1,3,2.6746005123828684,2.1626997438085658,1.8373002561914342
4102,1,20,2,2,2,63970,1.0,11,1,1.0,3,1,0,0,2,1,1.0,1.0,1.5650853124527564
4103,1,33,20,2,1,85031,2.685119267064177,6,0,7.543253821957215,2,3,0,2,1,2,2.0,3.2283730890213924,1.7716269109786076
4104,1,35,10,4,2,54770,1.9977913290718838,7,0,15.50552167732029,3,14,10,10,1,3,3.002208670928116,2.002208670928116,2.498895664535942
4105,1,25,1,2,1,32130,1.084721817432752,9,0,1.0605155838805371,3,1,0,0,3,2,3.9878968832238924,3.0121031167761076,1.0
4106,1,31,27,1,2,24676,0.009038469079292177,5,0,3.9728845927621235,2,2,0,1,2,1,3.0,1.9909615309207078,2.0
4107,1,40,11,2,2,33029,8.357029343970012,15,0,6.357029343970012,2,4,2,2,3,2,2.2859413120599754,2.0,1.0
4108,1,38,2,3,2,47744,2.9261940684317818,12,1,14.335746615886038,2,4,1,0,1,1,1.073805931568218,3.0,2.0
4109,1,32,25,2,1,36917,1.0,6,0,4.313969661189174,4,4,2,0,2,2,2.5426464407927822,1.0,1.4573535592072175
4110,1,32,6,3,1,96020,1.0,6,1,10.0,3,10,1,1,2,3,1.6343636888716873,1.3656363111283127,2.3656363111283127
4111,1,31,10,3,1,191797,2.333772387920038,7,0,7.111696517226718,2,3,0,2,2,2,3.333772387920038,1.0,2.0
4112,1,48,14,2,2,33074,8.678330010340451,14,0,6.678330010340451,1,4,3,2,3,2,1.6433399793190973,2.0,1.0
4113,1,42,22,3,1,62744,0.848042089601484,18,1,10.911747462391096,2,10,1,5,2,2,3.0,2.151957910398516,1.303915820797032
4114,1,23,27,3,2,27034,1.0,8,0,1.2711385577300531,2,1,0,0,2,1,1.2711385577300531,3.728861442269947,2.728861442269947
4115,1,28,10,3,2,29940,8.236805781494315,18,0,3.713802168060368,3,1,1,1,2,3,1.0953992773132106,1.1907985546264213,2.8092014453735787
4116,1,42,11,3,3,74631,2.856489895067832,10,1,16.71206564323063,2,5,0,4,2,2,1.5712979790135664,1.4287020209864336,2.713893937040699
4117,1,29,4,5,1,27230,6.0,8,1,3.0,2,0,0,0,1,3,1.058339527290529,2.9708302363547356,1.0291697636452644
4118,1,33,2,2,1,65608,2.076439413587964,8,0,14.305757654351856,2,2,0,1,1,2,2.557329560190973,1.961780293206018,2.519109853396991
4119,1,33,1,2,1,62140,1.0,14,2,14.0,3,13,3,8,3,2,2.337565988298932,2.0,2.324868023402136
4120,1,35,7,1,1,62920,0.47401049439260623,13,1,15.28898425841109,2,13,8,9,1,1,2.8814973764018483,3.0,2.7629947528036967
4121,1,37,10,3,1,22873,0.0,8,0,17.088956038544183,2,16,9,10,1,2,1.0,2.0,3.711115061090834
4122,1,34,8,1,1,62880,0.0,12,1,16.0,2,15,10,10,1,1,3.0,3.0,2.204326748995686
4123,1,23,14,2,2,75237,0.9195310246560497,8,2,3.321875901375801,2,3,0,2,1,1,1.0804689753439503,2.1609379506879005,3.0
4124,1,26,5,3,2,68538,1.993255015422964,3,0,4.973020061691856,4,2,0,1,3,1,1.0,1.013489969154072,1.0
4125,1,31,10,3,1,191879,2.8652661030131523,13,0,7.820354804017537,2,3,0,2,2,2,1.1347338969868477,2.0898225979912315,1.9550887010043843
4126,1,35,15,4,1,54743,2.522015846990784,5,0,14.194960382523039,3,12,8,8,1,3,2.477984153009216,1.477984153009216,2.761007923495392
4127,1,33,24,2,3,55818,3.6020684648164027,15,1,3.973792531218746,3,2,0,1,3,2,3.628275933597657,2.0,2.628275933597657
4128,1,24,2,3,2,39190,1.0,15,0,6.0,3,6,1,2,3,3,1.0,3.3924581862294803,1.39245818622948
4129,1,46,17,3,1,173454,4.491470053305955,12,1,16.805444653511294,1,2,2,0,1,2,2.491470053305955,2.0,3.0
4130,1,26,2,1,2,65840,0.5710149749821394,13,1,6.163147135709183,3,4,1,3,3,2,1.1631471357091827,2.836852864290817,2.0
4131,1,26,2,3,2,48210,6.0,8,2,6.0,2,3,1,2,3,3,2.0490714054974517,2.0,1.0
4132,1,38,15,2,1,62812,0.4228774139616792,16,1,13.462735516229925,2,12,5,7,1,1,3.0,2.5771225860383207,2.1542451720766413
4133,1,40,10,1,1,59850,2.0,11,3,9.0,1,5,1,0,1,3,2.642878840699497,3.642878840699497,2.642878840699497
4134,1,35,1,2,1,67960,0.0,6,0,5.0,2,4,3,2,1,2,3.362647257576338,1.7875490858587793,1.7875490858587793
4135,1,35,14,1,2,28052,1.0,6,0,6.242990317163898,3,6,5,5,3,1,2.0,2.7489986167377,1.7489986167376999
4136,1,34,18,2,2,26583,4.4359259711664825,5,0,8.25629611533407,3,4,0,0,3,3,3.5640740288335175,3.0,2.5640740288335175
4137,1,31,1,2,1,109005,2.282843076950254,8,0,5.489950769325888,3,1,0,0,1,2,2.358578461524873,3.0,2.641421538475127
4138,1,25,3,3,4,61468,0.6566310737078761,7,2,3.746951410336991,2,3,2,3,1,2,2.3132621474157524,3.0,2.3132621474157524
4139,1,28,2,4,3,20750,7.0,9,3,10.0,0,7,3,7,1,2,1.0,2.0,1.759601087106493
4140,1,22,8,3,2,37850,5.0,8,2,4.0,2,2,1,2,2,2,2.8084070542651745,2.1915929457348255,2.0
4141,1,29,7,3,1,22430,1.0,11,2,11.408804566622814,4,11,3,9,1,2,3.0,3.0,1.1635218266491258
4142,1,36,11,3,1,173917,5.796392634100926,6,0,8.32344787834398,2,2,2,1,2,2,2.898196317050463,2.898196317050463,1.2036073658990738
4143,1,44,7,2,3,45580,1.0,8,1,6.0,2,6,0,2,1,1,2.5059579077349317,3.0,3.0
4144,1,36,5,4,3,107263,5.6748833022219465,7,0,13.466355472591857,2,1,0,0,1,2,2.558294434073982,1.0,2.0
4145,1,25,30,4,2,82680,1.0,8,0,7.0,3,7,5,6,3,2,3.0,3.0,2.0
4146,1,35,7,2,3,143869,0.0,12,2,2.0360188182914265,2,1,0,0,2,2,1.9639811817085735,3.9639811817085735,1.9639811817085735
4147,1,33,9,2,1,36901,1.0,8,0,8.598225823153381,2,8,6,6,2,2,1.8247782278941727,1.0,3.0
4148,1,25,1,1,1,109322,1.666148227469999,10,1,2.332296454939998,2,2,0,0,1,1,3.0,3.0,2.0
4149,1,34,2,3,1,16673,5.5876062801148665,5,0,10.824787439770267,2,1,0,0,2,1,2.4350425120459467,1.0,1.7175212560229733
4150,1,24,13,2,2,75201,1.1981633176988171,5,1,4.040357417918791,2,3,0,2,3,1,2.9504591705752956,1.0,1.1486224882741127
4151,1,31,1,2,2,28726,1.0,8,1,6.234600636902742,2,6,4,4,3,2,3.4183777070108063,2.5816222929891937,1.0
4152,1,45,13,2,2,33058,8.563385810231233,12,0,6.5633858102312335,2,4,2,2,3,2,1.8732283795375322,2.873228379537532,1.0
4153,1,47,21,3,1,43107,4.900444173347273,12,0,27.822576205414183,2,17,7,4,3,1,2.160177669338909,3.4199111653305456,2.839822330661091
4154,1,33,4,2,3,45584,1.0,12,1,3.5834919261313387,2,3,0,1,3,2,2.4833016147737323,2.0333967704525353,2.5166983852262677
4155,1,33,8,2,1,36902,1.0,4,0,8.0702100300586,2,8,5,6,2,1,3.2763287612719756,3.51755250751465,2.0
4156,1,28,3,2,3,45587,1.0,10,1,2.412480329864261,2,1,0,0,1,2,3.4350078680542957,3.0,1.7175039340271478
4157,1,41,13,2,2,44634,4.293899216799395,10,1,16.059151174800906,2,2,0,1,2,1,1.3530503916003025,2.0,2.3530503916003025
4158,1,21,7,2,1,53335,1.0,20,1,0.4236227898669971,1,0,0,0,2,2,2.894094302533251,1.2118113949334985,3.0
4159,1,31,33,3,1,25159,1.0,12,0,6.678739078902433,2,6,6,6,3,2,2.107086973699189,3.8393695394512166,2.892913026300811
4160,1,41,19,1,1,28100,1.0,5,0,8.0,3,8,7,7,2,2,3.6776746824594237,3.1074417725135257,2.1074417725135257
4161,1,39,21,2,2,88964,3.902760030213432,9,2,9.580552006042687,2,3,2,2,2,2,2.0,2.0,2.0
4162,1,25,1,2,1,32120,1.0,9,1,1.0,3,1,0,0,2,2,3.5607310060137634,2.7803655030068817,1.0
4163,1,31,10,1,2,28009,1.0,7,0,4.665649866892308,3,4,4,3,2,2,3.5236642666989013,3.4763357333010987,2.4763357333010987
4164,1,23,3,4,3,100095,2.9901594085844088,14,0,3.487699260730511,2,2,0,1,2,2,3.5024601478538977,3.4975398521461023,2.5024601478538977
4165,1,34,7,3,1,56057,6.567239236599012,14,0,9.0,3,5,0,4,2,1,3.204680109057284,2.204680109057284,2.204680109057284
4166,1,31,25,2,3,55614,2.635478786965934,12,0,3.862087877190385,3,2,0,1,3,2,3.182260606517033,2.4088696967414833,2.5911303032585167
4167,1,33,10,2,4,29040,4.0,7,0,5.0,2,2,2,2,2,1,1.0,2.3722717955066956,1.1861358977533478
4168,1,32,8,2,2,32980,8.0,13,0,6.0,4,4,1,2,3,3,3.0,3.3368706018656127,1.0
4169,1,47,6,2,2,167698,6.130181209719611,11,0,11.71006040323987,2,6,0,1,3,2,2.7100604032398703,3.0,2.0
4170,1,35,11,3,2,173990,6.0,7,0,7.0,3,2,2,2,1,2,1.4141516184217104,2.2070758092108553,1.0
4171,1,32,6,3,1,96020,1.0,10,1,10.0,3,10,1,1,1,2,2.857683429653134,1.071158285173433,3.0
4172,1,45,4,3,2,27430,4.723969629548735,16,1,13.102901296033387,1,7,0,6,3,1,2.0,1.0690075926128162,1.9309924073871838
4173,1,53,8,2,3,74337,4.763138082012432,6,0,22.756474930565265,2,4,0,3,2,2,2.0,2.940784520503108,1.059215479496892
4174,1,33,18,4,1,24060,1.0,4,0,10.0,3,10,9,7,1,2,1.0,3.0,1.5069204379618346
4175,1,20,35,3,3,27070,1.0,6,0,1.0,2,1,0,0,2,2,2.409412071817018,3.0,1.4094120718170182
4176,1,30,17,2,2,49581,1.0,8,0,8.297907229071265,3,8,4,5,1,2,3.4326357430237553,2.0,2.0
4177,1,32,9,1,1,27413,1.0,12,1,1.0,4,1,0,0,1,1,2.0,2.8358259279105162,1.835825927910516
4178,1,38,16,3,2,192172,4.993146198693628,10,0,11.321910331156046,2,5,0,4,2,2,3.335617933768791,1.3321910331156046,2.0
4179,1,21,1,3,2,104000,1.0,10,1,1.0,2,1,0,0,2,1,3.0808541724213856,2.3063819425262047,3.3063819425262047
4180,1,49,17,3,1,34122,5.771122815851887,9,0,15.228877184148114,3,2,2,2,2,1,1.0,3.3133684475556597,3.542245631703773
4181,1,31,8,4,1,65000,6.0,17,1,7.0,5,2,2,2,3,3,2.309301373731909,3.0,1.690698626268091
4182,1,33,16,3,2,19196,1.0,18,0,8.635644326799106,3,8,5,5,3,1,1.4547852244002981,2.1515950748000994,1.0
4183,1,26,17,3,2,75100,0.0,8,3,7.0,3,6,0,4,1,2,1.875883083517057,3.751766167034114,2.751766167034114
4184,1,47,5,3,1,27740,4.0,6,1,8.0,2,5,1,3,2,2,2.5390945527360085,3.0,2.5390945527360085
4185,1,37,19,3,3,34474,1.7175275736299964,8,0,4.152582720889989,4,1,0,0,2,2,2.435055147259993,3.435055147259993,1.7175275736299964
4186,1,43,16,3,1,173581,4.850456370875388,10,1,14.47203358930998,1,2,2,0,2,2,2.425228185437694,2.425228185437694,2.1495436291246124
4187,1,35,11,3,1,173963,5.9248578192021855,7,0,7.488424175185796,2,2,2,1,1,2,3.9248578192021855,2.0,3.0
4188,1,41,4,2,1,103443,2.744266397555165,10,1,17.33773158410857,1,1,0,0,1,1,2.255733602444835,1.2557336024448351,1.1278668012224176
4189,1,36,3,2,2,11008,8.531093501031721,11,0,9.564690985555895,2,3,1,2,1,2,1.7655467505158609,1.4689064989682783,3.296640251547583
4190,1,21,1,2,5,27910,1.0,8,0,1.0,3,1,1,0,2,2,2.9999883652446337,3.9999767304892675,2.9999767304892675
4191,1,26,10,2,1,32086,3.0828291424114607,12,1,2.6662633139291687,3,1,0,0,1,2,1.5834341715177078,1.5834341715177078,1.4165658284822922
4192,1,29,18,2,1,56813,3.9549796378288233,12,1,8.657571267599119,2,1,0,0,2,1,1.0,3.5225101810855883,1.0
4193,1,20,1,3,5,61620,1.0,4,3,1.0,2,1,1,1,1,2,2.8907311599980554,3.0546344200009723,2.9453655799990277
4194,1,21,1,2,2,103981,1.0538436740553343,11,1,1.4845930664980074,2,1,0,0,2,1,3.9192344889169988,2.0538436740553343,2.9730781629723326
4195,1,30,15,2,3,28999,3.321624006250984,8,0,4.095498675001313,2,1,1,1,1,1,1.678375993749016,3.773874668750328,1.7738746687503282
4196,1,55,22,3,3,43183,4.912596158908842,9,0,20.517564149815865,2,15,8,4,1,1,3.0,2.3041987196362808,1.3041987196362808
4197,1,50,20,3,1,173280,4.0,12,2,20.0,1,3,2,0,2,2,2.3039425122550274,2.607885024510055,2.392114975489945
4198,1,31,8,4,1,65000,6.0,18,1,7.0,5,2,2,2,2,3,1.4608333242346998,3.0,2.5391666757653004
4199,1,42,6,3,2,45219,7.995578533741066,14,1,7.011790576690491,2,3,0,2,1,1,1.9985261779136887,2.9985261779136887,1.0014738220863113
4200,1,32,11,3,2,191900,3.0,12,1,8.0,2,4,0,3,3,2,1.811965617736011,1.7293447940879965,2.0
4201,1,27,32,3,2,22930,0.0,10,0,5.0,0,4,0,2,1,1,1.0663090004014293,2.0331545002007148,2.9336909995985705
4202,1,31,3,1,1,71017,1.0,8,1,4.570054382995315,2,4,1,3,1,2,3.224293483285045,2.0,1.2242934832850452
4203,1,44,6,3,1,63220,4.0,6,1,10.0,2,3,1,2,2,2,2.673905616393155,3.0,1.6739056163931552
4204,1,31,16,1,1,20025,6.935170615669721,13,0,8.41896326958715,4,2,0,1,1,3,1.258103673041285,2.0,2.741896326958715
4205,1,29,11,3,1,22126,5.242126895452624,6,0,6.757873104547376,4,5,1,3,3,2,3.6968507581810495,2.3031492418189505,2.0
4206,1,29,10,2,1,28530,4.0,9,1,4.0,5,2,2,0,2,2,3.1547416059727817,1.8452583940272183,2.0
4207,1,29,3,2,3,45586,1.0,12,1,2.514654528202146,2,1,0,0,1,1,2.3029309056404292,1.6058618112808585,1.6058618112808585
4208,1,44,16,3,1,47086,4.698819463907876,9,2,18.14468758758544,0,13,2,5,2,1,2.0,3.0,2.0
4209,1,36,4,2,1,96341,1.0,8,0,9.712621333098513,2,9,1,2,2,2,2.2873786669014873,1.2873786669014873,2.2873786669014873
4210,1,25,21,1,1,24949,7.351015198550725,7,0,4.0,2,2,1,0,2,3,1.549661600483092,1.0,2.8167794665056363
4211,1,37,2,3,2,67500,7.0,10,0,19.910316193460385,2,16,10,5,3,1,1.3632279355132053,1.3632279355132053,1.3632279355132053
4212,1,19,7,3,2,34654,1.0,11,0,1.2581179836844696,3,1,0,1,1,2,1.3709410081577653,2.0,1.0
4213,1,30,13,3,1,52975,1.0,12,0,2.7844784260067996,3,2,1,2,3,2,1.1961196065017,2.90194019674915,1.90194019674915
4214,1,25,19,4,2,198590,3.0,14,0,6.0,3,3,2,2,2,3,2.1933064803052607,2.3866129606105213,1.0
4215,1,26,24,1,1,135246,7.939433611049903,13,1,7.060566388950097,3,2,1,2,2,3,1.9848584027624758,2.015141597237524,1.0
4216,1,31,5,3,2,66338,5.279737817774565,15,0,7.5084965193641615,4,4,1,3,2,2,2.5084965193641615,1.4915034806358385,2.0
4217,1,36,12,3,4,67085,7.0,12,0,10.752366407195456,2,3,3,3,3,2,4.0,2.0,2.179585603083767
4218,1,28,27,3,2,26011,2.4561729960321736,13,0,4.818724332010724,2,3,1,2,2,3,2.1812756679892757,1.5906378339946379,2.409362166005362
4219,1,28,23,4,4,52380,1.0,10,1,10.0,4,10,1,9,3,2,2.6610142542473203,2.6779714915053594,1.6779714915053594
4220,1,32,12,3,1,71371,4.686176734731504,13,0,7.607720918414381,2,4,0,3,3,3,3.0,2.0,1.156911632634248
4221,1,39,18,3,1,192023,4.099527368065214,9,0,10.37704257254589,2,6,1,4,2,2,3.5444969591038653,3.5444969591038653,1.9110060817922698
4222,1,29,2,4,4,106500,1.0,8,2,1.0,2,1,0,0,1,2,1.0,1.0,2.0
4223,1,29,3,2,2,28641,4.3307147839957585,10,0,7.661429567991517,2,5,0,0,3,3,1.5019639120031811,2.83267869599894,2.6653573919978792
4224,1,42,5,4,1,23404,2.5612634348511145,8,0,15.612634348511143,2,3,0,2,1,1,1.2193682825744427,2.5612634348511145,2.0
4225,1,58,1,4,2,10090,7.0,11,2,31.0,3,10,5,9,1,2,1.8324544389717767,3.0,1.8324544389717767
4226,1,30,10,3,1,191461,0.1433346429072162,6,0,4.191112857209621,2,3,0,2,2,2,4.0,3.856665357092784,1.0477782143024053
4227,1,32,10,1,1,27410,1.2545337892413502,7,0,1.2545337892413502,4,1,0,1,1,2,1.0848445964137834,3.957577701793108,2.042422298206892
4228,1,24,10,2,2,158360,1.0,11,1,6.142717037111732,4,6,5,2,3,1,2.265326137555467,2.530652275110934,3.0
4229,1,30,2,3,2,40000,4.0,4,0,7.0,5,5,0,1,1,1,1.398446120700176,2.601553879299824,2.398446120700176
4230,1,33,26,2,3,55776,3.075919385441515,16,1,3.3724792976474456,3,2,0,1,3,2,2.2965599122059306,2.7034400877940694,3.406880175588139
4231,1,35,3,4,2,108444,4.142303343715032,10,0,10.57018252335882,3,1,0,0,2,1,2.571151671857516,2.0,2.285575835928758
4232,1,30,6,2,1,32772,6.313036977653517,12,0,4.795026412609655,3,3,0,1,3,2,3.240994717478069,3.0,1.0
4233,1,28,22,3,3,52361,1.0,7,0,9.07735632340173,3,9,1,8,2,2,2.1025159640664746,3.8974840359335254,2.794968071867051
4234,1,29,4,5,1,27230,6.0,6,1,3.0,2,0,0,0,1,2,1.0,3.0,1.0
4235,1,43,15,3,2,43103,2.982218888817888,9,0,11.491109444408945,3,4,3,1,2,2,1.9822188888178882,3.017781111182112,3.017781111182112
4236,1,31,18,2,2,49600,1.0,8,0,10.0,3,10,6,7,2,2,2.0,1.630719229784459,2.261438459568918
4237,1,30,2,2,1,53944,6.597549175418033,11,1,2.865849725139344,2,1,0,0,2,2,1.932924862569672,3.7987745877090164,2.932924862569672
4238,1,33,4,2,1,49360,0.0,11,0,6.0,2,5,0,3,1,2,1.8275063198732213,2.3449873602535574,1.8275063198732213
4239,1,28,8,5,2,171230,5.0,11,1,6.0,2,4,0,3,1,2,1.9083718542710897,1.6972093819096368,1.6055812361807265
4240,1,21,1,2,5,27910,1.0,8,0,1.0,3,1,1,0,2,2,2.2856733642650022,2.571346728530005,1.571346728530005
4241,1,25,11,1,2,81714,1.0,11,0,3.6914192809344044,4,3,0,1,2,2,1.0,3.461716143813119,2.385148431439357
4242,1,33,12,3,2,191964,3.474032873420545,14,0,8.790054789034242,2,4,0,3,2,2,1.079005478903424,2.0,2.0
